Proposal,ID,Stakes,Wealth,Model,Proportion,Temperature,Month
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,5,200000,493,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
1,6,20,0,Deepseek-Reasoner,0.05,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
1,6,20,0,Deepseek-Reasoner,0.05,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,6,20,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,7,200,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,8,2000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,9,20000,0,Deepseek-Reasoner,0.0,1,February
0,10,200000,0,Deepseek-Reasoner,0.0,1,February
0,10,200000,0,Deepseek-Reasoner,0.0,1,February
0,10,200000,0,Deepseek-Reasoner,0.0,1,February
0,10,200000,0,Deepseek-Reasoner,0.0,1,February
0,10,200000,0,Deepseek-Reasoner,0.0,1,February
0,10,200000,0,Deepseek-Reasoner,0.0,1,February
0,10,200000,0,Deepseek-Reasoner,0.0,1,February
0,10,200000,0,Deepseek-Reasoner,0.0,1,February
0,10,200000,0,Deepseek-Reasoner,0.0,1,February
0,10,200000,0,Deepseek-Reasoner,0.0,1,February
0,10,200000,0,Deepseek-Reasoner,0.0,1,February
