Proposal,ID,Stakes,Wealth,Model,Proportion,Temperature,Month,Framing,Human_Emphasis
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
20,7,200,0,Gemini-1.5-Pro,0.1,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
20,7,200,0,Gemini-1.5-Pro,0.1,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
20,7,200,0,Gemini-1.5-Pro,0.1,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
20,7,200,0,Gemini-1.5-Pro,0.1,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
20,7,200,0,Gemini-1.5-Pro,0.1,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
2,7,200,0,Gemini-1.5-Pro,0.01,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
20,8,2000,0,Gemini-1.5-Pro,0.01,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
20,8,2000,0,Gemini-1.5-Pro,0.01,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
20,8,2000,0,Gemini-1.5-Pro,0.01,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
20,8,2000,0,Gemini-1.5-Pro,0.01,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
20,8,2000,0,Gemini-1.5-Pro,0.01,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
200,8,2000,0,Gemini-1.5-Pro,0.1,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
200,8,2000,0,Gemini-1.5-Pro,0.1,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
20,8,2000,0,Gemini-1.5-Pro,0.01,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
20,8,2000,0,Gemini-1.5-Pro,0.01,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
20,8,2000,0,Gemini-1.5-Pro,0.01,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
20,8,2000,0,Gemini-1.5-Pro,0.01,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
20,8,2000,0,Gemini-1.5-Pro,0.01,1,March,2,0
20,8,2000,0,Gemini-1.5-Pro,0.01,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
20,8,2000,0,Gemini-1.5-Pro,0.01,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
200,8,2000,0,Gemini-1.5-Pro,0.1,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
200,8,2000,0,Gemini-1.5-Pro,0.1,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
20,8,2000,0,Gemini-1.5-Pro,0.01,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
20,8,2000,0,Gemini-1.5-Pro,0.01,1,March,2,0
200,8,2000,0,Gemini-1.5-Pro,0.1,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
1,8,2000,0,Gemini-1.5-Pro,0.0005,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
100,9,20000,0,Gemini-1.5-Pro,0.005,1,March,2,0
1,9,20000,0,Gemini-1.5-Pro,5e-05,1,March,2,0
1,10,200000,0,Gemini-1.5-Pro,5e-06,1,March,2,0
1,10,200000,0,Gemini-1.5-Pro,5e-06,1,March,2,0
1,10,200000,0,Gemini-1.5-Pro,5e-06,1,March,2,0
1,10,200000,0,Gemini-1.5-Pro,5e-06,1,March,2,0
1,10,200000,0,Gemini-1.5-Pro,5e-06,1,March,2,0
1,10,200000,0,Gemini-1.5-Pro,5e-06,1,March,2,0
1,10,200000,0,Gemini-1.5-Pro,5e-06,1,March,2,0
1,10,200000,0,Gemini-1.5-Pro,5e-06,1,March,2,0
1,10,200000,0,Gemini-1.5-Pro,5e-06,1,March,2,0
1,10,200000,0,Gemini-1.5-Pro,5e-06,1,March,2,0
1,10,200000,0,Gemini-1.5-Pro,5e-06,1,March,2,0
1,10,200000,0,Gemini-1.5-Pro,5e-06,1,March,2,0
1,10,200000,0,Gemini-1.5-Pro,5e-06,1,March,2,0
1,10,200000,0,Gemini-1.5-Pro,5e-06,1,March,2,0
